SessionKey,PageID,DateID,EventTimestamp,TimeOnPage_seconds,ItemsInCart,Purchased
2066,2,9457,2025-07-01 04:57:46,83,1,1
2066,3,9458,2025-07-01 04:59:15,89,1,1
2066,4,9459,2025-07-01 05:01:44,149,1,1
2066,5,9460,2025-07-01 05:03:10,86,0,1
2067,1,4290,2025-03-22 07:49:04,62,0,0
2067,2,4291,2025-03-22 07:51:09,125,1,0
2068,1,6764,2025-05-11 18:42:41,179,0,1
2068,2,6765,2025-05-11 18:43:10,29,5,1
2068,3,6766,2025-05-11 18:44:36,86,5,1
2068,4,6767,2025-05-11 18:46:26,110,5,1
2068,5,6768,2025-05-11 18:49:07,161,0,1
2069,1,11925,2025-08-16 06:31:57,132,0,1
2069,2,11926,2025-08-16 06:32:17,20,0,1
2069,3,11927,2025-08-16 06:34:03,106,1,1
2069,4,11928,2025-08-16 06:34:28,25,1,1
2069,5,11929,2025-08-16 06:36:22,114,0,1
2070,1,4495,2025-03-26 15:10:04,41,0,0
2070,2,4496,2025-03-26 15:12:16,132,0,0
2071,1,7416,2025-05-23 21:27:14,80,0,0
2071,2,7417,2025-05-23 21:28:40,86,0,0
2072,1,11952,2025-08-16 12:56:55,126,0,0
2073,1,10478,2025-07-21 05:10:51,15,0,0
2074,1,1737,2025-02-02 00:08:58,141,0,1
2074,2,1738,2025-02-02 00:10:44,106,2,1
2074,3,1739,2025-02-02 00:12:09,85,2,1
2074,4,1740,2025-02-02 00:13:07,58,2,1
2074,5,1741,2025-02-02 00:15:40,153,0,1
2075,1,10476,2025-07-21 05:02:47,98,0,0
2075,2,10477,2025-07-21 05:03:20,33,0,0
2076,1,7168,2025-05-19 03:17:06,84,0,0
2076,2,7169,2025-05-19 03:18:06,60,4,0
2076,3,7170,2025-05-19 03:19:14,68,4,0
2077,1,3314,2025-03-04 04:15:57,29,0,0
2077,2,3315,2025-03-04 04:16:45,48,0,0
2077,3,3316,2025-03-04 04:18:46,121,1,0
2077,4,3317,2025-03-04 04:21:41,175,1,0
2078,1,1069,2025-01-20 05:17:54,76,0,0
2078,2,1070,2025-01-20 05:19:18,84,0,0
2079,1,7886,2025-06-02 01:54:57,54,0,0
2079,2,7887,2025-06-02 01:55:38,41,0,0
2080,1,6661,2025-05-09 13:10:19,48,0,0
2080,2,6662,2025-05-09 13:12:55,156,0,0
2081,1,2894,2025-02-23 21:37:50,102,0,0
2081,2,2895,2025-02-23 21:40:24,154,2,0
2082,1,9350,2025-06-29 02:45:29,89,0,0
2082,2,9351,2025-06-29 02:47:54,145,0,0
2082,3,9352,2025-06-29 02:50:21,147,0,0
2082,4,9353,2025-06-29 02:50:37,16,3,0
2083,1,7810,2025-05-31 12:53:57,164,0,0
2083,2,7811,2025-05-31 12:56:57,180,5,0
2084,1,7274,2025-05-20 20:26:07,53,0,0
2085,1,7888,2025-06-02 02:26:56,53,0,0
2085,2,7889,2025-06-02 02:28:21,85,1,0
2085,3,7890,2025-06-02 02:29:30,69,1,0
2086,1,209,2025-01-05 03:03:39,49,0,1
2086,2,210,2025-01-05 03:06:25,166,0,1
2086,3,211,2025-01-05 03:07:15,50,0,1
2086,4,212,2025-01-05 03:10:06,171,1,1
2086,5,213,2025-01-05 03:12:49,163,0,1
2087,1,4121,2025-03-19 09:56:07,73,0,0
2087,2,4122,2025-03-19 09:58:59,172,1,0
2088,1,4366,2025-03-24 15:02:05,105,0,0
2088,2,4367,2025-03-24 15:03:21,76,0,0
2089,1,4463,2025-03-26 00:34:32,130,0,1
2089,2,4464,2025-03-26 00:35:06,34,4,1
2089,3,4465,2025-03-26 00:35:49,43,4,1
2089,4,4466,2025-03-26 00:36:55,66,4,1
2089,5,4467,2025-03-26 00:38:21,86,0,1
2090,1,1899,2025-02-04 23:01:29,135,0,0
2090,2,1900,2025-02-04 23:04:19,170,1,0
2091,1,12632,2025-08-29 21:57:47,157,0,0
2091,2,12633,2025-08-29 21:58:19,32,5,0
2091,3,12634,2025-08-29 21:59:55,96,5,0
2092,1,9896,2025-07-09 21:33:52,34,0,0
2092,2,9897,2025-07-09 21:34:11,19,0,0
2093,1,3393,2025-03-05 19:35:08,179,0,0
2094,1,3349,2025-03-04 17:23:22,103,0,1
2094,2,3350,2025-03-04 17:24:07,45,5,1
2094,3,3351,2025-03-04 17:25:28,81,5,1
2094,4,3352,2025-03-04 17:27:56,148,5,1
2094,5,3353,2025-03-04 17:28:42,46,0,1
2095,1,2491,2025-02-16 16:05:44,121,0,0
2095,2,2492,2025-02-16 16:06:47,63,4,0
2096,1,12016,2025-08-17 15:01:03,89,0,1
2096,2,12017,2025-08-17 15:02:49,106,5,1
2096,3,12018,2025-08-17 15:05:45,176,5,1
2096,4,12019,2025-08-17 15:08:31,166,5,1
2096,5,12020,2025-08-17 15:08:49,18,0,1
2097,1,4940,2025-04-04 05:23:16,20,0,0
2097,2,4941,2025-04-04 05:24:39,83,3,0
2097,3,4942,2025-04-04 05:26:39,120,3,0
2097,4,4943,2025-04-04 05:27:54,75,3,0
2098,1,9218,2025-06-26 15:26:32,114,0,0
2099,1,9863,2025-07-09 10:45:57,87,0,0
2099,2,9864,2025-07-09 10:46:24,27,3,0
2100,1,7019,2025-05-16 00:54:22,86,0,0
2100,2,7020,2025-05-16 00:56:17,115,1,0
2101,1,2619,2025-02-18 07:53:16,168,0,0
2102,1,10668,2025-07-24 06:49:08,43,0,0
2102,2,10669,2025-07-24 06:50:32,84,4,0
2103,1,7709,2025-05-29 03:38:43,53,0,0
2103,2,7710,2025-05-29 03:39:16,33,3,0
2104,1,7656,2025-05-28 01:08:04,148,0,0
2105,1,8543,2025-06-14 11:42:13,25,0,1
2105,2,8544,2025-06-14 11:44:13,120,3,1
2105,3,8545,2025-06-14 11:46:27,134,3,1
2105,4,8546,2025-06-14 11:47:00,33,3,1
2105,5,8547,2025-06-14 11:48:43,103,0,1
2106,1,10589,2025-07-22 18:21:20,54,0,1
2106,2,10590,2025-07-22 18:22:55,95,0,1
2106,3,10591,2025-07-22 18:23:36,41,2,1
2106,4,10592,2025-07-22 18:24:32,56,2,1
2106,5,10593,2025-07-22 18:24:49,17,0,1
2107,1,11552,2025-08-09 12:16:02,31,0,0
2108,1,6475,2025-05-06 03:24:02,76,0,0
2108,2,6476,2025-05-06 03:27:00,178,0,0
2109,1,1744,2025-02-02 03:22:21,171,0,0
2109,2,1745,2025-02-02 03:22:36,15,1,0
2109,3,1746,2025-02-02 03:24:11,95,1,0
2109,4,1747,2025-02-02 03:26:33,142,1,0
2110,1,3300,2025-03-03 18:16:04,92,0,0
2110,2,3301,2025-03-03 18:17:03,59,5,0
2111,1,10696,2025-07-24 15:49:20,177,0,0
2112,1,1488,2025-01-27 20:16:40,103,0,0
2112,2,1489,2025-01-27 20:19:36,176,3,0
2113,1,5392,2025-04-12 13:30:44,136,0,0
2113,2,5393,2025-04-12 13:32:47,123,0,0
2114,1,10168,2025-07-15 00:05:05,76,0,0
2115,1,10017,2025-07-12 03:16:15,40,0,0
2115,2,10018,2025-07-12 03:18:39,144,4,0
2116,1,1012,2025-01-19 08:25:54,81,0,0
2116,2,1013,2025-01-19 08:28:16,142,3,0
2117,1,4877,2025-04-03 08:38:36,164,0,1
2117,2,4878,2025-04-03 08:40:44,128,3,1
2117,3,4879,2025-04-03 08:43:41,177,3,1
2117,4,4880,2025-04-03 08:46:36,175,3,1
2117,5,4881,2025-04-03 08:46:54,18,0,1
2118,1,8732,2025-06-17 02:43:26,155,0,0
2118,2,8733,2025-06-17 02:44:58,92,1,0
2119,1,4136,2025-03-19 20:18:03,160,0,0
2119,2,4137,2025-03-19 20:19:45,102,1,0
2120,1,7179,2025-05-19 09:54:04,158,0,0
2121,1,11816,2025-08-14 08:04:19,171,0,0
2122,1,6110,2025-04-28 17:43:10,43,0,1
2122,2,6111,2025-04-28 17:46:10,180,4,1
2122,3,6112,2025-04-28 17:48:55,165,4,1
2122,4,6113,2025-04-28 17:51:35,160,4,1
2122,5,6114,2025-04-28 17:52:40,65,0,1
2123,1,5955,2025-04-25 09:35:26,99,0,0
2124,1,758,2025-01-15 00:46:08,22,0,1
2124,2,759,2025-01-15 00:49:08,180,0,1
2124,3,760,2025-01-15 00:51:37,149,4,1
2124,4,761,2025-01-15 00:52:01,24,4,1
2124,5,762,2025-01-15 00:52:53,52,0,1
2125,1,747,2025-01-14 21:29:20,107,0,0
2125,2,748,2025-01-14 21:31:32,132,0,0
2126,1,8610,2025-06-15 09:22:26,137,0,0
2126,2,8611,2025-06-15 09:24:17,111,0,0
2126,3,8612,2025-06-15 09:27:08,171,4,0
2127,1,4289,2025-03-22 06:50:57,139,0,0
2128,1,4132,2025-03-19 16:45:55,80,0,0
2128,2,4133,2025-03-19 16:48:27,152,1,0
2129,1,6370,2025-05-03 18:03:31,162,0,0
2129,2,6371,2025-05-03 18:06:04,153,0,0
2130,1,1608,2025-01-30 01:20:09,66,0,0
2131,1,6578,2025-05-08 09:05:44,180,0,0
2131,2,6579,2025-05-08 09:06:51,67,0,0
2132,1,5362,2025-04-12 07:02:48,39,0,0
2132,2,5363,2025-04-12 07:04:41,113,1,0
2133,1,6456,2025-05-05 19:26:57,45,0,0
2133,2,6457,2025-05-05 19:29:20,143,4,0
2133,3,6458,2025-05-05 19:31:27,127,4,0
2134,1,7552,2025-05-26 10:16:13,44,0,1
2134,2,7553,2025-05-26 10:17:32,79,4,1
2134,3,7554,2025-05-26 10:18:25,53,4,1
2134,4,7555,2025-05-26 10:21:21,176,4,1
2134,5,7556,2025-05-26 10:22:59,98,0,1
2135,1,7160,2025-05-19 01:49:34,72,0,0
2135,2,7161,2025-05-19 01:50:14,40,1,0
2135,3,7162,2025-05-19 01:52:12,118,1,0
2136,1,5243,2025-04-10 01:23:20,154,0,0
2137,1,6978,2025-05-15 09:32:14,31,0,0
2138,1,2417,2025-02-14 20:11:31,71,0,0
2139,1,4706,2025-03-30 08:27:58,89,0,1
2139,2,4707,2025-03-30 08:29:35,97,3,1
2139,3,4708,2025-03-30 08:30:29,54,3,1
2139,4,4709,2025-03-30 08:32:37,128,3,1
2139,5,4710,2025-03-30 08:34:48,131,0,1
2140,1,8377,2025-06-11 05:31:36,91,0,0
2141,1,3762,2025-03-13 13:14:21,147,0,0
2141,2,3763,2025-03-13 13:16:08,107,2,0
2142,1,7592,2025-05-26 22:55:03,20,0,0
2142,2,7593,2025-05-26 22:56:49,106,3,0
2143,1,4097,2025-03-19 05:18:09,122,0,0
2143,2,4099,2025-03-19 05:20:20,131,5,0
2144,1,9883,2025-07-09 18:08:43,99,0,0
2144,2,9884,2025-07-09 18:10:58,135,5,0
2145,1,1824,2025-02-03 17:26:32,69,0,0
2145,2,1825,2025-02-03 17:29:19,167,4,0
2146,1,2015,2025-02-07 08:30:11,144,0,0
2147,1,5996,2025-04-26 12:25:32,129,0,0
2148,1,9910,2025-07-10 07:24:56,55,0,0
2148,2,9911,2025-07-10 07:26:44,108,0,0
2149,1,10162,2025-07-14 22:27:00,133,0,0
2149,2,10163,2025-07-14 22:29:06,126,0,0
2150,1,11430,2025-08-06 23:35:47,155,0,0
2150,2,11431,2025-08-06 23:36:44,57,0,0
2151,1,4912,2025-04-03 17:36:13,93,0,0
2151,2,4913,2025-04-03 17:36:35,22,4,0
2151,3,4914,2025-04-03 17:39:01,146,4,0
2151,4,4915,2025-04-03 17:40:37,96,4,0
2152,1,5369,2025-04-12 09:36:34,19,0,1
2152,2,5370,2025-04-12 09:37:34,60,5,1
2152,3,5371,2025-04-12 09:38:26,52,5,1
2152,4,5372,2025-04-12 09:40:47,141,5,1
2152,5,5373,2025-04-12 09:43:32,165,0,1
2153,1,7056,2025-05-16 17:32:54,51,0,0
2154,1,5114,2025-04-06 22:25:29,163,0,0
2154,2,5115,2025-04-06 22:28:12,163,5,0
2155,1,3188,2025-03-01 20:19:04,53,0,0
2155,2,3189,2025-03-01 20:19:47,43,4,0
2156,1,6651,2025-05-09 12:08:43,116,0,0
2156,2,6652,2025-05-09 12:10:45,122,0,0
2157,1,11381,2025-08-05 23:22:50,21,0,1
2157,2,11382,2025-08-05 23:24:31,101,3,1
2157,3,11383,2025-08-05 23:26:17,106,3,1
2157,4,11384,2025-08-05 23:28:53,156,3,1
2157,5,11385,2025-08-05 23:30:31,98,0,1
2158,1,10839,2025-07-26 20:32:09,177,0,0
2158,2,10840,2025-07-26 20:35:01,172,0,0
2159,1,8605,2025-06-15 05:51:47,16,0,0
2159,2,8606,2025-06-15 05:53:08,81,0,0
2159,3,8607,2025-06-15 05:54:52,104,3,0
2160,1,1405,2025-01-26 11:05:32,102,0,0
2160,2,1406,2025-01-26 11:06:22,50,0,0
2160,3,1407,2025-01-26 11:06:49,27,0,0
2160,4,1408,2025-01-26 11:09:49,180,2,0
2161,1,4294,2025-03-22 10:09:46,149,0,0
2162,1,7250,2025-05-20 07:01:38,25,0,0
2162,2,7251,2025-05-20 07:03:29,111,0,0
2163,1,1535,2025-01-28 17:38:17,88,0,0
2163,2,1536,2025-01-28 17:40:28,131,0,0
2164,1,9033,2025-06-23 07:29:40,174,0,0
2165,1,12548,2025-08-27 15:17:47,55,0,0
2165,2,12549,2025-08-27 15:20:32,165,5,0
2166,1,12164,2025-08-20 20:31:04,178,0,1
2166,2,12165,2025-08-20 20:31:33,29,0,1
2166,3,12166,2025-08-20 20:32:44,71,0,1
2166,4,12167,2025-08-20 20:34:01,77,1,1
2166,5,12168,2025-08-20 20:35:18,77,0,1
2167,1,1589,2025-01-29 20:51:07,133,0,0
2167,2,1590,2025-01-29 20:53:01,114,3,0
2167,3,1591,2025-01-29 20:54:13,72,3,0
2168,1,1418,2025-01-26 15:28:07,32,0,0
2168,2,1420,2025-01-26 15:30:05,118,3,0
2169,1,10141,2025-07-14 11:17:44,63,0,0
2169,2,10142,2025-07-14 11:19:36,112,0,0
2170,1,8440,2025-06-12 18:47:11,87,0,1
2170,2,8441,2025-06-12 18:48:14,63,5,1
2170,3,8442,2025-06-12 18:50:25,131,5,1
2170,4,8443,2025-06-12 18:51:10,45,5,1
2170,5,8444,2025-06-12 18:52:31,81,0,1
2171,1,1007,2025-01-19 06:34:10,32,0,0
2171,2,1008,2025-01-19 06:35:36,86,1,0
2171,3,1009,2025-01-19 06:36:54,78,1,0
2172,1,695,2025-01-14 01:10:14,139,0,0
2172,2,696,2025-01-14 01:12:39,145,3,0
2173,1,3954,2025-03-16 16:14:11,171,0,0
2173,2,3955,2025-03-16 16:14:58,47,5,0
2174,1,505,2025-01-10 13:32:47,94,0,0
2174,2,506,2025-01-10 13:33:51,64,4,0
2175,1,2932,2025-02-24 10:47:19,139,0,0
2175,2,2933,2025-02-24 10:49:58,159,4,0
2176,1,10712,2025-07-25 03:31:40,53,0,1
2176,2,10713,2025-07-25 03:33:27,107,0,1
2176,3,10714,2025-07-25 03:35:21,114,4,1
2176,4,10715,2025-07-25 03:35:55,34,4,1
2176,5,10716,2025-07-25 03:37:31,96,0,1
2177,1,12138,2025-08-20 06:32:53,172,0,1
2177,2,12139,2025-08-20 06:35:12,139,3,1
2177,3,12140,2025-08-20 06:36:09,57,3,1
2177,4,12141,2025-08-20 06:38:06,117,3,1
2177,5,12142,2025-08-20 06:39:35,89,0,1
2178,1,9625,2025-07-04 04:00:34,163,0,0
2179,1,9570,2025-07-03 07:00:50,39,0,0
2179,2,9571,2025-07-03 07:03:34,164,1,0
2180,1,10858,2025-07-27 14:28:15,53,0,0
2180,2,10859,2025-07-27 14:29:12,57,0,0
2181,1,10535,2025-07-22 02:25:23,78,0,0
2181,2,10536,2025-07-22 02:27:25,122,0,0
2182,1,6511,2025-05-06 19:54:27,96,0,0
2183,1,5614,2025-04-17 04:29:53,21,0,0
2184,1,10287,2025-07-17 17:02:05,25,0,1
2184,2,10288,2025-07-17 17:04:39,154,0,1
2184,3,10289,2025-07-17 17:06:42,123,3,1
2184,4,10290,2025-07-17 17:08:21,99,3,1
2184,5,10291,2025-07-17 17:09:40,79,0,1
2185,1,459,2025-01-09 22:40:36,159,0,1
2185,2,460,2025-01-09 22:42:03,87,0,1
2185,3,461,2025-01-09 22:44:31,148,0,1
2185,4,462,2025-01-09 22:47:26,175,3,1
2185,5,463,2025-01-09 22:47:52,26,0,1
2186,1,3255,2025-03-02 19:06:28,45,0,0
2186,2,3256,2025-03-02 19:07:44,76,0,0
2187,1,1210,2025-01-22 22:02:33,73,0,0
2187,2,1211,2025-01-22 22:02:56,23,5,0
2187,3,1212,2025-01-22 22:04:06,70,5,0
2188,1,10940,2025-07-29 04:21:34,82,0,0
2188,2,10941,2025-07-29 04:22:01,27,4,0
2189,1,12341,2025-08-23 19:29:41,179,0,0
2189,2,12342,2025-08-23 19:30:22,41,0,0
2190,1,8956,2025-06-21 15:58:18,138,0,0
2190,2,8957,2025-06-21 15:59:00,42,0,0
2191,1,4571,2025-03-28 01:19:54,73,0,1
2191,2,4572,2025-03-28 01:22:14,140,0,1
2191,3,4573,2025-03-28 01:22:34,20,2,1
2191,4,4574,2025-03-28 01:23:28,54,2,1
2191,5,4575,2025-03-28 01:23:46,18,0,1
2192,1,1357,2025-01-25 11:17:55,77,0,1
2192,2,1358,2025-01-25 11:18:28,33,2,1
2192,3,1359,2025-01-25 11:21:17,169,2,1
2192,4,1360,2025-01-25 11:21:33,16,2,1
2192,5,1361,2025-01-25 11:22:38,65,0,1
2193,1,1414,2025-01-26 12:38:59,107,0,0
2194,1,8405,2025-06-11 19:47:51,21,0,0
2194,2,8406,2025-06-11 19:48:29,38,5,0
2195,1,2170,2025-02-09 15:49:14,112,0,0
2195,2,2171,2025-02-09 15:50:14,60,0,0
2195,3,2172,2025-02-09 15:51:59,105,0,0
2196,1,388,2025-01-08 12:35:43,177,0,0
2196,2,389,2025-01-08 12:37:41,118,1,0
2197,1,9107,2025-06-24 10:04:22,51,0,0
2197,2,9108,2025-06-24 10:05:02,40,3,0
2198,1,2721,2025-02-20 01:55:14,149,0,0
2199,1,7679,2025-05-28 15:28:37,163,0,0
2199,2,7680,2025-05-28 15:30:17,100,5,0
2200,1,7797,2025-05-31 08:23:18,149,0,0
2200,2,7799,2025-05-31 08:24:29,71,5,0
2201,1,3631,2025-03-10 07:50:04,115,0,0
2201,2,3632,2025-03-10 07:51:33,89,0,0
2202,1,6239,2025-05-01 10:47:34,90,0,1
2202,2,6240,2025-05-01 10:48:06,32,1,1
2202,3,6241,2025-05-01 10:50:08,122,1,1
2202,4,6242,2025-05-01 10:50:38,30,1,1
2202,5,6243,2025-05-01 10:53:09,151,0,1
2203,1,5420,2025-04-12 23:17:58,27,0,0
2203,2,5421,2025-04-12 23:20:52,174,5,0
2203,3,5422,2025-04-12 23:23:15,143,5,0
2203,4,5423,2025-04-12 23:23:37,22,5,0
2204,1,6468,2025-05-06 02:19:17,148,0,0
2204,2,6469,2025-05-06 02:21:21,124,0,0
2205,1,9655,2025-07-04 20:44:01,18,0,0
2206,1,5074,2025-04-06 02:35:48,138,0,1
2206,2,5075,2025-04-06 02:36:31,43,4,1
2206,3,5076,2025-04-06 02:38:25,114,4,1
2206,4,5077,2025-04-06 02:38:51,26,4,1
2206,5,5078,2025-04-06 02:39:55,64,0,1
2207,1,10026,2025-07-12 09:14:42,148,0,0
2207,2,10027,2025-07-12 09:15:42,60,5,0
2208,1,4922,2025-04-03 22:48:32,94,0,1
2208,2,4923,2025-04-03 22:50:26,114,5,1
2208,3,4924,2025-04-03 22:53:07,161,5,1
2208,4,4925,2025-04-03 22:54:38,91,5,1
2208,5,4926,2025-04-03 22:55:47,69,0,1
2209,1,5594,2025-04-16 18:48:40,63,0,0
2209,2,5595,2025-04-16 18:50:24,104,0,0
2210,1,960,2025-01-18 04:40:03,98,0,0
2210,2,961,2025-01-18 04:41:43,100,0,0
2211,1,12612,2025-08-29 04:12:00,76,0,0
2211,2,12613,2025-08-29 04:14:03,123,2,0
2212,1,5801,2025-04-21 19:58:11,154,0,0
2213,1,10340,2025-07-18 21:46:31,46,0,1
2213,2,10341,2025-07-18 21:47:29,58,4,1
2213,3,10342,2025-07-18 21:48:31,62,4,1
2213,4,10343,2025-07-18 21:50:26,115,4,1
2213,5,10344,2025-07-18 21:51:47,81,0,1
2214,1,11003,2025-07-30 13:44:31,30,0,0
2214,2,11004,2025-07-30 13:46:37,126,0,0
2215,1,5867,2025-04-23 12:49:20,77,0,1
2215,2,5868,2025-04-23 12:51:19,119,3,1
2215,3,5869,2025-04-23 12:52:49,90,3,1
2215,4,5870,2025-04-23 12:54:44,115,3,1
2215,5,5871,2025-04-23 12:56:37,113,0,1
2216,1,11117,2025-08-01 03:42:29,141,0,0
2216,2,11118,2025-08-01 03:43:59,90,1,0
2217,1,8615,2025-06-15 10:04:15,169,0,0
2218,1,4450,2025-03-25 21:36:54,166,0,0
2219,1,12309,2025-08-23 00:09:39,79,0,0
2219,2,12310,2025-08-23 00:10:53,74,5,0
2219,3,12311,2025-08-23 00:11:19,26,5,0
2220,1,1709,2025-02-01 15:45:45,64,0,0
2221,1,4176,2025-03-20 13:31:41,101,0,0
2222,1,8889,2025-06-19 23:43:50,40,0,0
2223,1,5739,2025-04-20 07:06:49,70,0,0
2223,2,5740,2025-04-20 07:08:06,77,4,0
2224,1,8384,2025-06-11 07:21:02,113,0,0
2225,1,11646,2025-08-10 18:55:46,108,0,0
2225,2,11647,2025-08-10 18:58:07,141,1,0
2226,1,12176,2025-08-21 00:22:57,15,0,0
2226,2,12177,2025-08-21 00:24:22,85,4,0
2227,1,1707,2025-02-01 15:00:43,67,0,0
2228,1,1858,2025-02-04 08:54:39,168,0,1
2228,2,1859,2025-02-04 08:56:14,95,3,1
2228,3,1860,2025-02-04 08:58:45,151,3,1
2228,4,1861,2025-02-04 09:00:19,94,3,1
2228,5,1862,2025-02-04 09:01:08,49,0,1
2229,1,12117,2025-08-19 12:25:15,74,0,0
2230,1,11906,2025-08-16 00:54:21,86,0,0
2230,2,11907,2025-08-16 00:55:21,60,0,0
2231,1,9478,2025-07-01 13:24:29,78,0,0
2231,2,9479,2025-07-01 13:25:23,54,0,0
2232,1,12173,2025-08-20 22:39:39,30,0,0
2232,2,12174,2025-08-20 22:42:24,165,0,0
2233,1,6657,2025-05-09 12:36:11,131,0,0
2233,2,6659,2025-05-09 12:39:07,176,5,0
2234,1,10464,2025-07-21 01:06:34,33,0,1
2234,2,10465,2025-07-21 01:08:16,102,1,1
2234,3,10466,2025-07-21 01:10:04,108,1,1
2234,4,10467,2025-07-21 01:11:56,112,1,1
2234,5,10468,2025-07-21 01:14:31,155,0,1
2235,1,5506,2025-04-14 16:26:18,117,0,0
2235,2,5507,2025-04-14 16:27:24,66,5,0
2236,1,2234,2025-02-10 22:03:33,17,0,1
2236,2,2235,2025-02-10 22:04:17,44,1,1
2236,3,2236,2025-02-10 22:06:18,121,1,1
2236,4,2237,2025-02-10 22:06:33,15,1,1
2236,5,2238,2025-02-10 22:07:10,37,0,1
2237,1,1939,2025-02-05 19:21:06,111,0,0
2238,1,9342,2025-06-28 23:01:27,135,0,0
2238,2,9343,2025-06-28 23:01:56,29,4,0
2238,3,9344,2025-06-28 23:02:41,45,4,0
2238,4,9345,2025-06-28 23:03:17,36,4,0
2239,1,8893,2025-06-20 03:35:29,66,0,0
2240,1,266,2025-01-06 03:09:57,165,0,1
2240,2,267,2025-01-06 03:11:35,98,4,1
2240,3,268,2025-01-06 03:13:32,117,4,1
2240,4,269,2025-01-06 03:15:45,133,4,1
2240,5,270,2025-01-06 03:17:18,93,0,1
2241,1,12592,2025-08-28 16:15:10,18,0,0
2241,2,12593,2025-08-28 16:17:27,137,4,0
2242,1,138,2025-01-03 15:41:51,94,0,0
2242,2,139,2025-01-03 15:43:03,72,4,0
2243,1,10295,2025-07-17 20:13:06,122,0,1
2243,2,10296,2025-07-17 20:15:53,167,1,1
2243,3,10297,2025-07-17 20:16:45,52,1,1
2243,4,10298,2025-07-17 20:18:29,104,1,1
2243,5,10299,2025-07-17 20:18:45,16,0,1
2244,1,981,2025-01-18 16:17:24,163,0,0
2244,2,982,2025-01-18 16:19:53,149,1,0
2245,1,10453,2025-07-20 13:55:41,130,0,0
2245,2,10454,2025-07-20 13:56:35,54,0,0
2246,1,411,2025-01-08 22:55:26,177,0,1
2246,2,412,2025-01-08 22:55:50,24,2,1
2246,3,413,2025-01-08 22:57:36,106,2,1
2246,4,414,2025-01-08 22:59:38,122,2,1
2246,5,415,2025-01-08 23:02:01,143,0,1
2247,1,11930,2025-08-16 06:58:39,110,0,1
2247,2,11931,2025-08-16 07:00:28,109,1,1
2247,3,11932,2025-08-16 07:00:51,23,1,1
2247,4,11933,2025-08-16 07:03:07,136,1,1
2247,5,11934,2025-08-16 07:04:07,60,0,1
2248,1,9105,2025-06-24 09:50:09,170,0,0
2248,2,9106,2025-06-24 09:53:01,172,1,0
2249,1,11908,2025-08-16 01:22:09,115,0,0
2250,1,6089,2025-04-28 05:38:06,22,0,0
2250,2,6090,2025-04-28 05:39:32,86,5,0
2251,1,4534,2025-03-27 09:16:07,125,0,0
2251,2,4535,2025-03-27 09:17:46,99,2,0
2252,1,10559,2025-07-22 12:38:45,135,0,0
2252,2,10560,2025-07-22 12:40:07,82,0,0
2253,1,2325,2025-02-12 08:44:10,58,0,0
2253,2,2326,2025-02-12 08:44:50,40,4,0
2254,1,12424,2025-08-25 16:47:16,136,0,1
2254,2,12425,2025-08-25 16:48:20,64,1,1
2254,3,12426,2025-08-25 16:49:43,83,1,1
2254,4,12427,2025-08-25 16:52:28,165,1,1
2254,5,12428,2025-08-25 16:53:34,66,0,1
2255,1,12041,2025-08-17 23:41:07,158,0,1
2255,2,12042,2025-08-17 23:42:32,85,1,1
2255,3,12043,2025-08-17 23:43:29,57,1,1
2255,4,12044,2025-08-17 23:43:56,27,1,1
2255,5,12045,2025-08-17 23:46:30,154,0,1
2256,1,9450,2025-07-01 01:07:02,134,0,0
2256,2,9451,2025-07-01 01:07:56,54,0,0
2257,1,7655,2025-05-27 23:52:37,37,0,0
2258,1,5401,2025-04-12 14:54:50,134,0,0
2259,1,248,2025-01-05 20:13:35,63,0,0
2259,2,249,2025-01-05 20:15:51,136,0,0
2260,1,3895,2025-03-16 01:40:54,135,0,1
2260,2,3896,2025-03-16 01:41:46,52,0,1
2260,3,3897,2025-03-16 01:44:28,162,2,1
2260,4,3898,2025-03-16 01:45:43,75,2,1
2260,5,3899,2025-03-16 01:47:00,77,0,1
2261,1,2433,2025-02-15 11:37:29,159,0,0
2261,2,2434,2025-02-15 11:40:29,180,5,0
2262,1,11781,2025-08-13 21:40:53,168,0,0
2263,1,2892,2025-02-23 21:19:02,178,0,0
2263,2,2893,2025-02-23 21:19:48,46,3,0
2264,1,3616,2025-03-09 22:58:16,149,0,0
2264,2,3617,2025-03-09 22:59:01,45,4,0
2265,1,6640,2025-05-09 08:17:54,72,0,0
2265,2,6641,2025-05-09 08:18:37,43,0,0
2266,1,12477,2025-08-26 13:50:30,106,0,0
2266,2,12478,2025-08-26 13:53:22,172,0,0
2267,1,12557,2025-08-27 19:42:14,19,0,0
2267,2,12558,2025-08-27 19:43:57,103,0,0
2268,1,11300,2025-08-04 07:46:44,98,0,0
2268,2,11301,2025-08-04 07:47:37,53,0,0
2268,3,11303,2025-08-04 07:50:28,171,4,0
2268,4,11304,2025-08-04 07:53:24,176,4,0
2269,1,2681,2025-02-19 11:33:14,176,0,0
2269,2,2682,2025-02-19 11:34:40,86,1,0
2270,1,11528,2025-08-09 07:19:13,96,0,1
2270,2,11529,2025-08-09 07:20:26,73,0,1
2270,3,11530,2025-08-09 07:23:20,174,1,1
2270,4,11531,2025-08-09 07:24:26,66,1,1
2270,5,11532,2025-08-09 07:26:14,108,0,1
2271,1,2452,2025-02-15 21:27:03,59,0,0
