SessionID,UserID,DeviceType,Country,ReferralSource,SessionKey
session_3178,user_1400,Desktop,Canada,Direct,2423
session_3179,user_1782,Desktop,UK,Social Media,2424
session_318,user_2355,Tablet,Canada,Direct,2425
session_3180,user_2603,Mobile,France,Email,2426
session_3181,user_2124,Tablet,India,Email,2427
session_3182,user_1383,Desktop,UK,Social Media,2428
session_3183,user_2412,Tablet,India,Google,2429
session_3184,user_1438,Mobile,Germany,Social Media,2430
session_3185,user_1770,Desktop,India,Social Media,2431
session_3186,user_1078,Mobile,India,Direct,2432
session_3187,user_1791,Desktop,UK,Google,2433
session_3188,user_2554,Tablet,USA,Google,2434
session_3189,user_2677,Tablet,Canada,Google,2435
session_319,user_2610,Mobile,France,Direct,2436
session_3190,user_2311,Mobile,Canada,Email,2437
session_3191,user_2881,Mobile,Germany,Direct,2438
session_3192,user_1726,Desktop,India,Email,2439
session_3193,user_2343,Mobile,UK,Email,2440
session_3194,user_1355,Desktop,USA,Direct,2441
session_3195,user_2633,Mobile,Canada,Google,2442
session_3196,user_2641,Desktop,UK,Google,2443
session_3197,user_2705,Tablet,Canada,Social Media,2444
session_3198,user_1328,Mobile,Australia,Email,2445
session_3199,user_1226,Tablet,UK,Email,2446
session_32,user_1995,Desktop,Germany,Email,2447
session_320,user_1160,Desktop,Australia,Google,2448
session_3200,user_2980,Mobile,Australia,Email,2449
session_3201,user_2813,Desktop,Germany,Direct,2450
session_3202,user_2658,Tablet,UK,Social Media,2451
session_3203,user_2275,Mobile,India,Google,2452
session_3204,user_2561,Tablet,France,Google,2453
session_3205,user_2690,Tablet,France,Email,2454
session_3206,user_1315,Mobile,Australia,Email,2455
session_3207,user_1923,Tablet,France,Social Media,2456
session_3208,user_2923,Desktop,India,Direct,2457
session_3209,user_1458,Mobile,UK,Email,2458
session_321,user_1542,Mobile,India,Google,2459
session_3210,user_1954,Tablet,USA,Email,2460
session_3211,user_2623,Desktop,Australia,Email,2461
session_3212,user_2847,Mobile,UK,Social Media,2462
session_3213,user_1695,Desktop,USA,Google,2463
session_3214,user_2193,Mobile,UK,Social Media,2464
session_3215,user_2468,Desktop,France,Direct,2465
session_3216,user_2211,Tablet,Germany,Direct,2466
session_3217,user_1040,Mobile,India,Google,2467
session_3218,user_2562,Tablet,USA,Social Media,2468
session_3219,user_2102,Desktop,India,Email,2469
session_322,user_2395,Tablet,Germany,Google,2470
session_3220,user_1276,Tablet,UK,Email,2471
session_3221,user_2607,Mobile,Canada,Email,2472
session_3222,user_1057,Desktop,Germany,Social Media,2473
session_3223,user_2487,Tablet,India,Direct,2474
session_3224,user_1933,Mobile,Canada,Direct,2475
session_3225,user_2562,Mobile,France,Social Media,2476
session_3226,user_2667,Tablet,Australia,Email,2477
session_3227,user_1806,Mobile,Canada,Google,2478
session_3228,user_1614,Desktop,Australia,Email,2479
session_3229,user_1962,Mobile,UK,Social Media,2480
session_323,user_2335,Desktop,UK,Direct,2481
session_3230,user_1543,Mobile,France,Email,2482
session_3231,user_1426,Mobile,Germany,Google,2483
session_3232,user_1853,Mobile,Germany,Social Media,2484
session_3233,user_2828,Desktop,France,Email,2485
session_3234,user_2870,Desktop,Canada,Google,2486
session_3235,user_2665,Tablet,Australia,Direct,2487
session_3236,user_2659,Mobile,UK,Google,2488
session_3237,user_1760,Mobile,Australia,Google,2489
session_3238,user_2991,Desktop,Australia,Google,2490
session_3239,user_1246,Desktop,Australia,Social Media,2491
session_324,user_1472,Tablet,India,Social Media,2492
session_3240,user_1626,Desktop,Germany,Google,2493
session_3241,user_1051,Tablet,Germany,Social Media,2494
session_3242,user_2697,Desktop,Australia,Email,2495
session_3243,user_1146,Tablet,India,Social Media,2496
session_3244,user_1027,Mobile,UK,Direct,2497
session_3245,user_2440,Tablet,Canada,Direct,2498
session_3246,user_1525,Mobile,India,Google,2499
session_3247,user_1612,Mobile,India,Google,2500
session_3248,user_2680,Desktop,USA,Direct,2501
session_3249,user_1680,Desktop,India,Google,2502
session_325,user_1431,Mobile,Australia,Direct,2503
session_3250,user_2194,Mobile,UK,Google,2504
session_3251,user_1502,Mobile,Australia,Email,2505
session_3252,user_1503,Tablet,USA,Google,2506
session_3253,user_2451,Desktop,India,Google,2507
session_3254,user_1340,Desktop,Germany,Social Media,2508
session_3255,user_1794,Mobile,Germany,Google,2509
session_3256,user_1291,Mobile,France,Direct,2510
session_3257,user_2508,Mobile,France,Google,2511
session_3258,user_1143,Mobile,India,Social Media,2512
session_3259,user_2330,Desktop,France,Social Media,2513
session_326,user_2862,Tablet,India,Direct,2514
session_3260,user_1760,Mobile,India,Google,2515
session_3261,user_1318,Mobile,UK,Google,2516
session_3262,user_1413,Desktop,India,Social Media,2517
session_3263,user_2191,Desktop,France,Social Media,2518
session_3264,user_2333,Tablet,France,Direct,2519
session_3265,user_2372,Desktop,India,Email,2520
session_3266,user_2682,Desktop,India,Social Media,2521
session_3267,user_2367,Tablet,USA,Email,2522
session_3268,user_2372,Mobile,UK,Direct,2523
session_3269,user_1644,Tablet,France,Social Media,2524
session_327,user_1807,Mobile,Germany,Email,2525
session_3270,user_1581,Mobile,UK,Email,2526
session_3271,user_1383,Desktop,USA,Social Media,2527
session_3272,user_2195,Mobile,USA,Direct,2528
session_3273,user_1255,Desktop,USA,Direct,2529
session_3274,user_2643,Desktop,Australia,Direct,2530
session_3275,user_1439,Desktop,Germany,Google,2531
session_3276,user_2644,Desktop,USA,Email,2532
session_3277,user_2308,Tablet,India,Google,2533
session_3278,user_1511,Desktop,Australia,Email,2534
session_3279,user_1048,Mobile,France,Email,2535
session_328,user_2173,Tablet,USA,Google,2536
session_3280,user_1547,Mobile,UK,Social Media,2537
session_3281,user_1778,Desktop,Canada,Google,2538
session_3282,user_2574,Mobile,India,Google,2539
session_3283,user_1666,Desktop,Germany,Google,2540
session_3284,user_1228,Mobile,Australia,Social Media,2541
session_3285,user_1579,Mobile,Australia,Social Media,2542
session_3286,user_1235,Tablet,Germany,Direct,2543
session_3287,user_2390,Desktop,UK,Direct,2544
session_3288,user_1277,Desktop,France,Social Media,2545
session_3289,user_1720,Tablet,USA,Social Media,2546
session_329,user_2983,Tablet,Germany,Social Media,2547
session_3290,user_1500,Tablet,UK,Direct,2548
session_3291,user_2148,Tablet,Germany,Email,2549
session_3292,user_2724,Desktop,UK,Direct,2550
session_3293,user_1688,Tablet,France,Direct,2551
session_3294,user_1393,Mobile,Australia,Email,2552
session_3295,user_1463,Mobile,Australia,Google,2553
session_3296,user_2789,Desktop,Australia,Google,2554
session_3297,user_1467,Desktop,Australia,Email,2555
session_3298,user_1959,Mobile,USA,Social Media,2556
session_3299,user_1572,Tablet,Germany,Email,2557
session_33,user_1580,Desktop,UK,Direct,2558
session_330,user_1403,Desktop,India,Social Media,2559
session_3300,user_1085,Desktop,India,Social Media,2560
session_3301,user_1126,Desktop,India,Direct,2561
session_3302,user_2613,Mobile,Canada,Direct,2562
session_3303,user_1295,Tablet,USA,Google,2563
session_3304,user_2351,Mobile,India,Google,2564
session_3305,user_1473,Tablet,UK,Google,2565
session_3306,user_2432,Desktop,Germany,Direct,2566
session_3307,user_1360,Mobile,USA,Direct,2567
session_3308,user_2000,Mobile,Australia,Google,2568
session_3309,user_2305,Desktop,India,Email,2569
session_331,user_2579,Tablet,India,Social Media,2570
session_3310,user_2140,Tablet,Canada,Email,2571
session_3311,user_1460,Tablet,India,Google,2572
session_3312,user_1994,Desktop,Australia,Google,2573
session_3313,user_1013,Mobile,Australia,Google,2574
session_3314,user_1497,Mobile,UK,Social Media,2575
session_3315,user_2052,Tablet,USA,Google,2576
session_3316,user_1976,Mobile,Australia,Google,2577
session_3317,user_1483,Tablet,Germany,Google,2578
session_3318,user_1768,Desktop,Canada,Google,2579
session_3319,user_2669,Tablet,Canada,Direct,2580
session_332,user_1849,Mobile,Canada,Social Media,2581
session_3320,user_1744,Desktop,Canada,Email,2582
session_3321,user_1179,Desktop,France,Google,2583
session_3322,user_1155,Tablet,Australia,Direct,2584
session_3323,user_2095,Mobile,France,Google,2585
session_3324,user_1035,Desktop,India,Google,2586
session_3325,user_1976,Desktop,UK,Google,2587
session_3326,user_1709,Desktop,USA,Google,2588
session_3327,user_1327,Mobile,Canada,Direct,2589
session_3328,user_1280,Tablet,USA,Google,2590
session_3329,user_2326,Mobile,Germany,Google,2591
session_333,user_2197,Mobile,India,Direct,2592
session_3330,user_2714,Mobile,France,Direct,2593
session_3331,user_2937,Tablet,France,Social Media,2594
session_3332,user_2713,Mobile,Australia,Social Media,2595
session_3333,user_1466,Mobile,USA,Email,2596
session_3334,user_2543,Desktop,Australia,Email,2597
session_3335,user_1468,Mobile,USA,Direct,2598
session_3336,user_2055,Mobile,USA,Social Media,2599
session_3337,user_1605,Mobile,Canada,Email,2600
session_3338,user_1170,Tablet,Germany,Email,2601
session_3339,user_1618,Mobile,France,Email,2602
session_334,user_1863,Tablet,Australia,Social Media,2603
session_3340,user_2544,Desktop,Australia,Google,2604
session_3341,user_2486,Tablet,Australia,Google,2605
session_3342,user_2012,Mobile,Canada,Direct,2606
session_3343,user_2313,Mobile,UK,Google,2607
session_3344,user_1899,Mobile,Australia,Direct,2608
session_3345,user_1255,Tablet,India,Google,2609
session_3346,user_1990,Desktop,France,Email,2610
session_3347,user_2225,Desktop,France,Direct,2611
session_3348,user_1354,Desktop,UK,Google,2612
session_3349,user_1941,Desktop,UK,Direct,2613
session_335,user_2054,Tablet,India,Direct,2614
session_3350,user_2795,Mobile,Germany,Direct,2615
session_3351,user_1856,Tablet,USA,Social Media,2616
session_3352,user_1877,Desktop,Canada,Social Media,2617
session_3353,user_1244,Mobile,Australia,Direct,2618
session_3354,user_1551,Desktop,India,Email,2619
session_3355,user_2616,Mobile,UK,Email,2620
session_3356,user_2657,Tablet,India,Direct,2621
session_3357,user_2699,Desktop,UK,Social Media,2622
session_3358,user_2134,Desktop,Germany,Social Media,2623
session_3359,user_2650,Desktop,UK,Social Media,2624
session_336,user_2741,Tablet,UK,Direct,2625
session_3360,user_2915,Desktop,Australia,Email,2626
session_3361,user_2415,Desktop,France,Direct,2627
session_3362,user_2255,Desktop,USA,Direct,2628
session_3363,user_1740,Desktop,India,Social Media,2629
session_3364,user_1211,Mobile,USA,Google,2630
session_3365,user_2510,Mobile,Germany,Google,2631
session_3366,user_1103,Desktop,USA,Social Media,2632
session_3367,user_2709,Tablet,Australia,Email,2633
session_3368,user_2182,Mobile,Germany,Social Media,2634
session_3369,user_1132,Desktop,France,Google,2635
session_337,user_2336,Desktop,Australia,Google,2636
session_3370,user_1404,Tablet,Canada,Social Media,2637
session_3371,user_1964,Tablet,Australia,Direct,2638
session_3372,user_1230,Tablet,Germany,Email,2639
session_3373,user_1535,Desktop,UK,Direct,2640
session_3374,user_2540,Mobile,Canada,Direct,2641
session_3375,user_1870,Mobile,UK,Direct,2642
session_3376,user_2043,Mobile,India,Google,2643
session_3377,user_2907,Mobile,France,Social Media,2644
session_3378,user_2456,Tablet,UK,Social Media,2645
session_3379,user_1607,Mobile,USA,Google,2646
session_338,user_2368,Mobile,USA,Google,2647
session_3380,user_2948,Tablet,Australia,Direct,2648
session_3381,user_2036,Tablet,Canada,Email,2649
session_3382,user_1608,Desktop,India,Google,2650
session_3383,user_1513,Desktop,Germany,Google,2651
session_3384,user_1055,Mobile,USA,Direct,2652
session_3385,user_1215,Desktop,France,Direct,2653
session_3386,user_1733,Tablet,UK,Email,2654
session_3387,user_1556,Tablet,Canada,Google,2655
session_3388,user_2997,Tablet,USA,Direct,2656
session_3389,user_1254,Mobile,UK,Google,2657
session_339,user_1870,Mobile,USA,Google,2658
session_3390,user_2269,Desktop,UK,Google,2659
session_3391,user_1406,Desktop,USA,Google,2660
session_3392,user_1526,Mobile,Australia,Social Media,2661
session_3393,user_2598,Desktop,UK,Google,2662
session_3394,user_2628,Mobile,Canada,Google,2663
session_3395,user_2999,Mobile,India,Social Media,2664
session_3396,user_2727,Tablet,Australia,Email,2665
session_3397,user_1141,Desktop,India,Email,2666
session_3398,user_2324,Mobile,France,Social Media,2667
session_3399,user_2071,Desktop,Canada,Direct,2668
session_34,user_1912,Tablet,USA,Google,2669
session_340,user_1807,Tablet,USA,Google,2670
session_3400,user_1352,Desktop,UK,Social Media,2671
session_3401,user_2962,Tablet,Germany,Email,2672
session_3402,user_1247,Mobile,UK,Direct,2673
session_3403,user_2781,Desktop,USA,Social Media,2674
session_3404,user_1745,Tablet,France,Email,2675
session_3405,user_2072,Desktop,USA,Direct,2676
session_3406,user_2846,Mobile,Germany,Google,2677
session_3407,user_2850,Desktop,USA,Direct,2678
session_3408,user_2331,Mobile,Australia,Direct,2679
session_3409,user_2011,Desktop,Australia,Email,2680
session_341,user_1631,Mobile,Canada,Google,2681
session_3410,user_1552,Desktop,France,Social Media,2682
session_3411,user_1118,Desktop,Australia,Social Media,2683
session_3412,user_2809,Mobile,France,Email,2684
session_3413,user_1714,Tablet,Canada,Google,2685
session_3414,user_1714,Mobile,France,Google,2686
session_3415,user_1550,Mobile,Canada,Social Media,2687
session_3416,user_1513,Tablet,India,Direct,2688
session_3417,user_2982,Mobile,Germany,Email,2689
session_3418,user_1297,Tablet,Australia,Direct,2690
session_3419,user_2920,Tablet,France,Email,2691
session_342,user_2576,Tablet,India,Email,2692
session_3420,user_1055,Tablet,Germany,Google,2693
session_3421,user_2278,Desktop,France,Direct,2694
session_3422,user_2681,Desktop,France,Email,2695
session_3423,user_1219,Desktop,India,Social Media,2696
session_3424,user_2062,Mobile,France,Google,2697
session_3425,user_2971,Tablet,France,Email,2698
session_3426,user_1239,Desktop,France,Social Media,2699
session_3427,user_2792,Tablet,USA,Google,2700
session_3428,user_1285,Tablet,UK,Direct,2701
session_3429,user_1554,Desktop,USA,Direct,2702
session_343,user_2053,Mobile,USA,Social Media,2703
session_3430,user_1941,Tablet,France,Google,2704
session_3431,user_1408,Desktop,France,Direct,2705
session_3432,user_2988,Desktop,Australia,Email,2706
session_3433,user_1388,Mobile,UK,Google,2707
session_3434,user_2674,Desktop,France,Email,2708
session_3435,user_2955,Desktop,France,Google,2709
session_3436,user_1701,Mobile,India,Google,2710
session_3437,user_2784,Mobile,France,Social Media,2711
session_3438,user_1165,Tablet,Germany,Email,2712
session_3439,user_1577,Desktop,Australia,Google,2713
session_344,user_1511,Desktop,Germany,Direct,2714
session_3440,user_1830,Mobile,USA,Email,2715
session_3441,user_1426,Mobile,India,Google,2716
session_3442,user_1629,Desktop,Australia,Direct,2717
session_3443,user_1665,Mobile,USA,Google,2718
session_3444,user_2963,Mobile,UK,Google,2719
session_3445,user_1416,Mobile,UK,Social Media,2720
session_3446,user_1150,Desktop,India,Direct,2721
session_3447,user_1173,Mobile,UK,Direct,2722
session_3448,user_1433,Mobile,France,Email,2723
session_3449,user_1784,Tablet,India,Google,2724
session_345,user_2527,Tablet,France,Email,2725
session_3450,user_2161,Desktop,India,Social Media,2726
session_3451,user_2491,Tablet,France,Email,2727
session_3452,user_2314,Desktop,Germany,Social Media,2728
session_3453,user_1400,Mobile,UK,Email,2729
session_3454,user_2764,Mobile,Australia,Direct,2730
session_3455,user_2132,Desktop,India,Google,2731
session_3456,user_1420,Mobile,France,Email,2732
session_3457,user_2249,Desktop,India,Social Media,2733
session_3458,user_1967,Mobile,France,Social Media,2734
session_3459,user_1403,Mobile,France,Google,2735
session_346,user_2703,Tablet,France,Email,2736
session_3460,user_1771,Tablet,India,Social Media,2737
session_3461,user_2968,Desktop,France,Direct,2738
session_3462,user_1709,Mobile,Germany,Direct,2739
session_3463,user_1232,Mobile,India,Google,2740
session_3464,user_1740,Tablet,Germany,Google,2741
session_3465,user_1723,Mobile,UK,Social Media,2742
session_3466,user_2103,Tablet,Canada,Email,2743
session_3467,user_2028,Tablet,Germany,Email,2744
session_3468,user_2091,Tablet,Germany,Google,2745
session_3469,user_2245,Mobile,UK,Direct,2746
session_347,user_2586,Mobile,UK,Email,2747
session_3470,user_1989,Desktop,USA,Direct,2748
session_3471,user_2668,Desktop,France,Social Media,2749
session_3472,user_2947,Mobile,Germany,Email,2750
session_3473,user_1438,Mobile,Canada,Social Media,2751
session_3474,user_2540,Tablet,USA,Social Media,2752
session_3475,user_1148,Desktop,India,Email,2753
session_3476,user_2440,Mobile,UK,Social Media,2754
session_3477,user_1076,Tablet,India,Email,2755
session_3478,user_2456,Desktop,UK,Email,2756
session_3479,user_1318,Mobile,France,Social Media,2757
session_348,user_1472,Mobile,Canada,Google,2758
session_3480,user_1966,Mobile,Germany,Direct,2759
session_3481,user_2610,Desktop,Canada,Google,2760
session_3482,user_2069,Mobile,India,Email,2761
session_3483,user_1564,Desktop,USA,Direct,2762
session_3484,user_1366,Tablet,Germany,Direct,2763
session_3485,user_2826,Tablet,France,Social Media,2764
session_3486,user_2860,Tablet,Canada,Email,2765
session_3487,user_2370,Desktop,France,Direct,2766
session_3488,user_2660,Desktop,Australia,Google,2767
session_3489,user_1393,Tablet,UK,Social Media,2768
session_349,user_2107,Desktop,India,Email,2769
session_3490,user_1456,Mobile,Australia,Email,2770
session_3491,user_1863,Desktop,Germany,Direct,2771
session_3492,user_2091,Tablet,France,Email,2772
session_3493,user_1411,Desktop,USA,Social Media,2773
session_3494,user_1683,Mobile,USA,Email,2774
session_3495,user_2060,Desktop,UK,Google,2775
session_3496,user_1467,Desktop,Australia,Direct,2776
session_3497,user_2526,Tablet,India,Email,2777
session_3498,user_2985,Desktop,USA,Direct,2778
session_3499,user_2595,Mobile,Australia,Google,2779
session_35,user_2872,Mobile,USA,Social Media,2780
session_350,user_2491,Tablet,France,Google,2781
session_3500,user_1970,Mobile,France,Social Media,2782
session_3501,user_2334,Tablet,Canada,Email,2783
session_3502,user_1975,Mobile,Australia,Email,2784
session_3503,user_1759,Mobile,Canada,Email,2785
session_3504,user_2620,Tablet,Australia,Direct,2786
session_3505,user_2641,Tablet,UK,Google,2787
session_3506,user_1934,Desktop,India,Email,2788
session_3507,user_1904,Tablet,France,Email,2789
session_3508,user_2686,Desktop,Australia,Google,2790
session_3509,user_2675,Tablet,India,Google,2791
session_351,user_2874,Tablet,Australia,Direct,2792
session_3510,user_1899,Tablet,UK,Email,2793
session_3511,user_2603,Desktop,Germany,Email,2794
session_3512,user_1997,Mobile,Australia,Social Media,2795
session_3513,user_2052,Desktop,India,Direct,2796
session_3514,user_1626,Mobile,Australia,Direct,2797
session_3515,user_1781,Desktop,UK,Google,2798
session_3516,user_2672,Tablet,Canada,Social Media,2799
session_3517,user_1930,Desktop,Australia,Direct,2800
session_3518,user_1471,Desktop,France,Email,2801
session_3519,user_1600,Desktop,UK,Email,2802
session_352,user_1678,Desktop,India,Direct,2803
session_3520,user_1397,Mobile,India,Direct,2804
session_3521,user_2228,Mobile,Canada,Direct,2805
session_3522,user_1287,Mobile,Australia,Google,2806
session_3523,user_2568,Desktop,India,Direct,2807
session_3524,user_1453,Mobile,Germany,Social Media,2808
session_3525,user_2708,Mobile,Canada,Direct,2809
session_3526,user_1788,Tablet,Germany,Direct,2810
session_3527,user_2915,Mobile,Germany,Email,2811
session_3528,user_2521,Tablet,India,Google,2812
session_3529,user_2783,Tablet,USA,Email,2813
session_353,user_2066,Desktop,France,Google,2814
session_3530,user_2215,Desktop,India,Google,2815
session_3531,user_1341,Desktop,Germany,Email,2816
session_3532,user_2139,Mobile,UK,Social Media,2817
session_3533,user_1880,Mobile,France,Google,2818
session_3534,user_1221,Tablet,USA,Email,2819
session_3535,user_1719,Tablet,India,Direct,2820
session_3536,user_1423,Tablet,USA,Google,2821
session_3537,user_1387,Mobile,USA,Email,2822
session_3538,user_1358,Tablet,Canada,Direct,2823
session_3539,user_2784,Tablet,UK,Google,2824
session_354,user_1904,Tablet,Canada,Google,2825
session_3540,user_1774,Tablet,USA,Direct,2826
session_3541,user_1559,Tablet,Australia,Email,2827
session_3542,user_1084,Desktop,UK,Google,2828
session_3543,user_2329,Desktop,France,Google,2829
session_3544,user_2783,Tablet,Germany,Email,2830
session_3545,user_2868,Desktop,UK,Social Media,2831
session_3546,user_2114,Tablet,France,Direct,2832
session_3547,user_1180,Mobile,USA,Email,2833
session_3548,user_1183,Tablet,Germany,Direct,2834
session_3549,user_2130,Mobile,UK,Email,2835
session_355,user_1663,Mobile,USA,Social Media,2836
session_3550,user_1763,Mobile,Canada,Direct,2837
session_3551,user_2491,Tablet,Australia,Google,2838
session_3552,user_2650,Tablet,USA,Email,2839
session_3553,user_1257,Tablet,France,Email,2840
session_3554,user_1767,Mobile,USA,Social Media,2841
session_3555,user_2546,Desktop,India,Social Media,2842
session_3556,user_1876,Desktop,India,Email,2843
session_3557,user_1032,Desktop,UK,Social Media,2844
session_3558,user_2710,Mobile,USA,Social Media,2845
session_3559,user_1250,Desktop,Australia,Email,2846
session_356,user_1771,Desktop,Australia,Google,2847
session_3560,user_1015,Mobile,India,Email,2848
session_3561,user_1837,Tablet,UK,Social Media,2849
session_3562,user_1577,Desktop,Germany,Social Media,2850
session_3563,user_1804,Mobile,USA,Direct,2851
session_3564,user_1647,Desktop,UK,Google,2852
session_3565,user_1470,Mobile,Canada,Direct,2853
session_3566,user_2344,Desktop,Australia,Google,2854
session_3567,user_1441,Tablet,UK,Google,2855
session_3568,user_1724,Desktop,Canada,Google,2856
session_3569,user_2740,Desktop,Canada,Direct,2857
session_357,user_1612,Mobile,UK,Email,2858
session_3570,user_2216,Mobile,Germany,Google,2859
session_3571,user_2963,Tablet,USA,Google,2860
session_3572,user_2838,Desktop,Australia,Social Media,2861
session_3573,user_1376,Desktop,Germany,Email,2862
session_3574,user_2485,Mobile,France,Google,2863
session_3575,user_1971,Desktop,USA,Direct,2864
session_3576,user_2016,Tablet,France,Social Media,2865
session_3577,user_2967,Desktop,Australia,Social Media,2866
session_3578,user_1682,Mobile,India,Direct,2867
session_3579,user_2085,Desktop,France,Direct,2868
session_358,user_2901,Mobile,France,Google,2869
session_3580,user_1115,Tablet,USA,Email,2870
session_3581,user_2936,Tablet,France,Email,2871
session_3582,user_1629,Mobile,Canada,Social Media,2872
session_3583,user_2187,Mobile,USA,Email,2873
session_3584,user_1653,Tablet,Canada,Direct,2874
session_3585,user_2212,Desktop,Canada,Email,2875
session_3586,user_2872,Desktop,France,Direct,2876
session_3587,user_1323,Tablet,UK,Email,2877
session_3588,user_1884,Desktop,Germany,Google,2878
session_3589,user_2374,Desktop,India,Social Media,2879
session_359,user_2113,Mobile,Canada,Google,2880
session_3590,user_1099,Mobile,UK,Direct,2881
session_3591,user_1123,Tablet,UK,Email,2882
session_3592,user_1063,Mobile,Germany,Email,2883
session_3593,user_2999,Desktop,UK,Google,2884
session_3594,user_2821,Desktop,India,Direct,2885
session_3595,user_2753,Desktop,Australia,Social Media,2886
session_3596,user_1367,Tablet,Germany,Google,2887
session_3597,user_2035,Tablet,France,Email,2888
session_3598,user_2804,Tablet,India,Google,2889
session_3599,user_1627,Desktop,UK,Email,2890
session_36,user_1983,Tablet,Canada,Direct,2891
session_360,user_1764,Tablet,USA,Email,2892
session_3600,user_1198,Tablet,USA,Email,2893
session_3601,user_2397,Mobile,USA,Direct,2894
session_3602,user_2601,Desktop,France,Google,2895
session_3603,user_1591,Mobile,Germany,Google,2896
session_3604,user_1843,Mobile,Germany,Social Media,2897
session_3605,user_2972,Tablet,UK,Social Media,2898
session_3606,user_2675,Mobile,India,Email,2899
session_3607,user_1232,Tablet,USA,Google,2900
session_3608,user_2929,Desktop,Germany,Google,2901
session_3609,user_1904,Desktop,Canada,Google,2902
session_361,user_2330,Tablet,India,Social Media,2903
session_3610,user_1551,Desktop,USA,Email,2904
session_3611,user_1837,Mobile,Germany,Google,2905
session_3612,user_1982,Desktop,India,Social Media,2906
session_3613,user_1363,Desktop,France,Social Media,2907
session_3614,user_1226,Mobile,Canada,Social Media,2908
session_3615,user_1389,Mobile,Germany,Social Media,2909
session_3616,user_1934,Mobile,Canada,Google,2910
session_3617,user_2012,Desktop,Australia,Google,2911
session_3618,user_1921,Desktop,France,Social Media,2912
session_3619,user_2799,Mobile,France,Social Media,2913
session_362,user_2745,Desktop,UK,Direct,2914
session_3620,user_2142,Mobile,Germany,Email,2915
session_3621,user_1852,Tablet,France,Social Media,2916
session_3622,user_1046,Desktop,India,Direct,2917
session_3623,user_1777,Tablet,Canada,Social Media,2918
session_3624,user_1263,Desktop,Germany,Direct,2919
session_3625,user_1015,Desktop,Canada,Email,2920
session_3626,user_2075,Mobile,Australia,Social Media,2921
session_3627,user_2906,Tablet,India,Direct,2922
session_3628,user_1980,Desktop,USA,Direct,2923
session_3629,user_2876,Tablet,Australia,Direct,2924
session_363,user_2751,Desktop,India,Social Media,2925
session_3630,user_2795,Desktop,Germany,Google,2926
session_3631,user_2084,Tablet,Canada,Email,2927
session_3632,user_2671,Tablet,USA,Email,2928
session_3633,user_2449,Mobile,Germany,Social Media,2929
session_3634,user_2732,Tablet,UK,Social Media,2930
session_3635,user_1205,Desktop,Germany,Google,2931
session_3636,user_2769,Tablet,USA,Social Media,2932
session_3637,user_1584,Desktop,France,Social Media,2933
session_3638,user_2135,Desktop,France,Google,2934
session_3639,user_1647,Tablet,UK,Social Media,2935
session_364,user_2249,Desktop,Germany,Social Media,2936
session_3640,user_2785,Tablet,France,Social Media,2937
session_3641,user_1541,Tablet,Australia,Social Media,2938
session_3642,user_2616,Mobile,UK,Google,2939
session_3643,user_2916,Desktop,India,Direct,2940
session_3644,user_1803,Tablet,USA,Direct,2941
session_3645,user_1142,Tablet,Germany,Google,2942
session_3646,user_1234,Tablet,Australia,Email,2943
session_3647,user_2597,Tablet,Canada,Social Media,2944
session_3648,user_2086,Tablet,Germany,Google,2945
session_3649,user_1253,Mobile,India,Google,2946
session_365,user_2605,Desktop,UK,Direct,2947
session_3650,user_1020,Tablet,Canada,Social Media,2948
session_3651,user_1765,Tablet,France,Google,2949
session_3652,user_1913,Tablet,Australia,Direct,2950
session_3653,user_1448,Tablet,India,Google,2951
session_3654,user_2919,Mobile,Canada,Google,2952
session_3655,user_2275,Tablet,USA,Email,2953
session_3656,user_1703,Desktop,Australia,Direct,2954
session_3657,user_2702,Desktop,UK,Direct,2955
session_3658,user_2560,Desktop,Australia,Direct,2956
session_3659,user_3000,Tablet,India,Email,2957
session_366,user_1228,Mobile,UK,Email,2958
session_3660,user_2705,Tablet,Canada,Google,2959
session_3661,user_1126,Tablet,Canada,Google,2960
session_3662,user_2238,Desktop,Germany,Social Media,2961
session_3663,user_2271,Desktop,India,Direct,2962
session_3664,user_1241,Desktop,USA,Google,2963
session_3665,user_2851,Mobile,Germany,Social Media,2964
session_3666,user_1967,Desktop,USA,Direct,2965
session_3667,user_1498,Desktop,France,Email,2966
session_3668,user_1404,Tablet,UK,Google,2967
session_3669,user_2369,Mobile,France,Email,2968
session_367,user_1564,Tablet,Canada,Email,2969
session_3670,user_2957,Mobile,France,Direct,2970
session_3671,user_1971,Mobile,Australia,Direct,2971
session_3672,user_2826,Desktop,UK,Email,2972
session_3673,user_2312,Tablet,Germany,Google,2973
session_3674,user_2702,Tablet,UK,Social Media,2974
session_3675,user_1596,Tablet,USA,Social Media,2975
session_3676,user_1742,Mobile,Canada,Social Media,2976
session_3677,user_2841,Desktop,India,Social Media,2977
session_3678,user_2532,Desktop,UK,Social Media,2978
session_3679,user_2775,Mobile,France,Direct,2979
session_368,user_2339,Tablet,France,Email,2980
session_3680,user_2461,Mobile,Canada,Email,2981
session_3681,user_1840,Tablet,Australia,Google,2982
session_3682,user_2489,Desktop,Canada,Direct,2983
session_3683,user_2838,Mobile,France,Social Media,2984
session_3684,user_1365,Mobile,France,Direct,2985
session_3685,user_1980,Mobile,Germany,Direct,2986
session_3686,user_2394,Mobile,India,Social Media,2987
